object_name,rgb_img_I,rgb_img_II,depth_img_I,depth_img_II,x1,y1,z1,x2,y2,z2,aurco_posX1,aruco_posY1,aruco_posZ1,aurco_orntX1,aurco_orntY1,aurco_orntZ1,aurco_orntW1,aurco_posX2,aruco_posY2,aruco_posZ2,aurco_orntX2,aurco_orntY2,aurco_orntZ2,aurco_orntW2,angle,K0,K1,K2,K3,K4,K5,K6,K7,K8
szafka,files_ArUco/images/rgb_img_I/arucoRGB00000.png,files_ArUco/images/rgb_img_II/arucoRGB00000.png,files_ArUco/images/depth_img_I/arucoD00000.npy,files_ArUco/images/depth_img_II/arucoD00000.npy,0.3619657295090811,-0.6636038374333154,1.7120000720024109,0.3618257202562831,0.5908866760986192,1.4230000227689743,0.117559716105461,-0.386119723320007,1.73673152923584,0.991646675271252,-0.009892089042287,-0.048397177482834,0.119150036548655,0.141621857881546,-0.402463138103485,1.68257999420166,0.98871379449433,0.009044712063359,0.104298535330283,0.107168284899365,17.7053774365716,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
ssszafka,files_ArUco/images/rgb_img_I/arucoRGB00001.png,files_ArUco/images/rgb_img_II/arucoRGB00001.png,files_ArUco/images/depth_img_I/arucoD00001.npy,files_ArUco/images/depth_img_II/arucoD00001.npy,0.437426176241466,-0.6457118837606339,1.6824999451637268,0.4360114306211471,0.5840085740600314,1.4000000059604645,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,17.7053774365716,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka,files_ArUco/images/rgb_img_I/arucoRGB00002.png,files_ArUco/images/rgb_img_II/arucoRGB00002.png,files_ArUco/images/depth_img_I/arucoD00002.npy,files_ArUco/images/depth_img_II/arucoD00002.npy,0.4368595078587531,-0.6537194999200957,1.6864999383687973,0.4287328490189143,0.587698560385477,1.4024999737739563,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,17.7053774365716,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka,files_ArUco/images/rgb_img_I/arucoRGB00003.png,files_ArUco/images/rgb_img_II/arucoRGB00003.png,files_ArUco/images/depth_img_I/arucoD00003.npy,files_ArUco/images/depth_img_II/arucoD00003.npy,0.4368819049426488,-0.6569428574471248,1.6990000009536743,0.4336900076695851,0.5836052484455563,1.4055000245571136,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,17.7053774365716,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
sszafka,files_ArUco/images/rgb_img_I/arucoRGB00004.png,files_ArUco/images/rgb_img_II/arucoRGB00004.png,files_ArUco/images/depth_img_I/arucoD00004.npy,files_ArUco/images/depth_img_II/arucoD00004.npy,0.4368819049426488,-0.6569428574471248,1.6990000009536743,0.4336900076695851,0.5836052484455563,1.4055000245571136,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,17.7053774365716,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka,files_ArUco/images/rgb_img_I/arucoRGB00005.png,files_ArUco/images/rgb_img_II/arucoRGB00005.png,files_ArUco/images/depth_img_I/arucoD00005.npy,files_ArUco/images/depth_img_II/arucoD00005.npy,0.4368819049426488,-0.6569428574471248,1.6990000009536743,0.4336900076695851,0.5836052484455563,1.4055000245571136,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,0.197342827916145,-0.399696201086044,1.6586127281189,0.988939480556633,0.007910228689642,0.092914534990005,0.115338724052445,17.7053774365716,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka2,files_ArUco/images/rgb_img_I/arucoRGB00006.png,files_ArUco/images/rgb_img_II/arucoRGB00006.png,files_ArUco/images/depth_img_I/arucoD00006.npy,files_ArUco/images/depth_img_II/arucoD00006.npy,0.2894533356030782,-0.4949895276909782,1.2770000100135803,0.286630953777404,0.4676709546929314,1.131500005722046,0.121463745832443,-0.53602933883667,1.50494182109833,0.918124215732533,-0.033223036321883,-0.388569114611439,0.070414469487165,0.105196662247181,-0.565553784370422,1.24543416500092,0.954843497115026,0.00896330629442,0.289728207786476,0.065200619400859,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
ssszafka2,files_ArUco/images/rgb_img_I/arucoRGB00007.png,files_ArUco/images/rgb_img_II/arucoRGB00007.png,files_ArUco/images/depth_img_I/arucoD00007.npy,files_ArUco/images/depth_img_II/arucoD00007.npy,0.265652251747017,0.421412693914855,1.12946903065036,0.268953961586738,-0.607519474325038,1.28075581749339,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka2,files_ArUco/images/rgb_img_I/arucoRGB00008.png,files_ArUco/images/rgb_img_II/arucoRGB00008.png,files_ArUco/images/depth_img_I/arucoD00008.npy,files_ArUco/images/depth_img_II/arucoD00008.npy,0.265652251747017,0.421412693914855,1.12946903065036,0.268953961586738,-0.607519474325038,1.28075581749339,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
sszafka2,files_ArUco/images/rgb_img_I/arucoRGB00009.png,files_ArUco/images/rgb_img_II/arucoRGB00009.png,files_ArUco/images/depth_img_I/arucoD00009.npy,files_ArUco/images/depth_img_II/arucoD00009.npy,0.265652251747017,0.421412693914855,1.12946903065036,0.268953961586738,-0.607519474325038,1.28075581749339,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka2,files_ArUco/images/rgb_img_I/arucoRGB00010.png,files_ArUco/images/rgb_img_II/arucoRGB00010.png,files_ArUco/images/depth_img_I/arucoD00010.npy,files_ArUco/images/depth_img_II/arucoD00010.npy,0.265652251747017,0.421412693914855,1.12946903065036,0.268953961586738,-0.607519474325038,1.28075581749339,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
sszafka2,files_ArUco/images/rgb_img_I/arucoRGB00011.png,files_ArUco/images/rgb_img_II/arucoRGB00011.png,files_ArUco/images/depth_img_I/arucoD00011.npy,files_ArUco/images/depth_img_II/arucoD00011.npy,0.265652251747017,0.421412693914855,1.12946903065036,0.268953961586738,-0.607519474325038,1.28075581749339,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
ssszafka2,files_ArUco/images/rgb_img_I/arucoRGB00012.png,files_ArUco/images/rgb_img_II/arucoRGB00012.png,files_ArUco/images/depth_img_I/arucoD00012.npy,files_ArUco/images/depth_img_II/arucoD00012.npy,0.265652251747017,0.421412693914855,1.12946903065036,0.268953961586738,-0.607519474325038,1.28075581749339,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka2,files_ArUco/images/rgb_img_I/arucoRGB00013.png,files_ArUco/images/rgb_img_II/arucoRGB00013.png,files_ArUco/images/depth_img_I/arucoD00013.npy,files_ArUco/images/depth_img_II/arucoD00013.npy,0.265652251747017,0.421412693914855,1.12946903065036,0.268953961586738,-0.607519474325038,1.28075581749339,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka2,files_ArUco/images/rgb_img_I/arucoRGB00014.png,files_ArUco/images/rgb_img_II/arucoRGB00014.png,files_ArUco/images/depth_img_I/arucoD00014.npy,files_ArUco/images/depth_img_II/arucoD00014.npy,0.265652251747017,0.421412693914855,1.12946903065036,0.268953961586738,-0.607519474325038,1.28075581749339,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka2,files_ArUco/images/rgb_img_I/arucoRGB00015.png,files_ArUco/images/rgb_img_II/arucoRGB00015.png,files_ArUco/images/depth_img_I/arucoD00015.npy,files_ArUco/images/depth_img_II/arucoD00015.npy,0.265652251747017,0.421412693914855,1.12946903065036,0.268953961586738,-0.607519474325038,1.28075581749339,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,0.110530450940132,-0.542944610118866,1.17839157581329,0.963937115403384,0.022212839200794,0.264703096318949,0.016251096012365,79.5790477623317,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka3,files_ArUco/images/rgb_img_I/arucoRGB00016.png,files_ArUco/images/rgb_img_II/arucoRGB00016.png,files_ArUco/images/depth_img_I/arucoD00016.npy,files_ArUco/images/depth_img_II/arucoD00016.npy,0.0616371423715636,-0.5337514243665196,1.3769999891519549,0.0336399994435764,0.5080799915960856,1.21799997985363,-0.192689910531044,-0.454672932624817,1.35738432407379,0.981740944200239,0.024667850106081,0.169487664455893,0.082765616346725,-0.082502476871014,-0.47251170873642,1.25475835800171,0.844553654534088,0.04791454969951,0.529801600699477,0.061184838289252,44.6022479821359,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka3,files_ArUco/images/rgb_img_I/arucoRGB00017.png,files_ArUco/images/rgb_img_II/arucoRGB00017.png,files_ArUco/images/depth_img_I/arucoD00017.npy,files_ArUco/images/depth_img_II/arucoD00017.npy,0.0616371423715636,-0.5337514243665196,1.3769999891519549,0.0336399994435764,0.5080799915960856,1.21799997985363,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,44.6022479821359,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
sszafka3,files_ArUco/images/rgb_img_I/arucoRGB00018.png,files_ArUco/images/rgb_img_II/arucoRGB00018.png,files_ArUco/images/depth_img_I/arucoD00018.npy,files_ArUco/images/depth_img_II/arucoD00018.npy,0.0616371423715636,-0.5337514243665196,1.3769999891519549,0.0336399994435764,0.5080799915960856,1.21799997985363,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,44.6022479821359,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
ssszafka3,files_ArUco/images/rgb_img_I/arucoRGB00019.png,files_ArUco/images/rgb_img_II/arucoRGB00019.png,files_ArUco/images/depth_img_I/arucoD00019.npy,files_ArUco/images/depth_img_II/arucoD00019.npy,0.0616371423715636,-0.5337514243665196,1.3769999891519549,0.0336399994435764,0.5080799915960856,1.21799997985363,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,44.6022479821359,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka3,files_ArUco/images/rgb_img_I/arucoRGB00020.png,files_ArUco/images/rgb_img_II/arucoRGB00020.png,files_ArUco/images/depth_img_I/arucoD00020.npy,files_ArUco/images/depth_img_II/arucoD00020.npy,0.0616371423715636,-0.5337514243665196,1.3769999891519549,0.0336399994435764,0.5080799915960856,1.21799997985363,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,44.6022479821359,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka3,files_ArUco/images/rgb_img_I/arucoRGB00021.png,files_ArUco/images/rgb_img_II/arucoRGB00021.png,files_ArUco/images/depth_img_I/arucoD00021.npy,files_ArUco/images/depth_img_II/arucoD00021.npy,0.0616371423715636,-0.5337514243665196,1.3769999891519549,0.0336399994435764,0.5080799915960856,1.21799997985363,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,44.6022479821359,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka3,files_ArUco/images/rgb_img_I/arucoRGB00022.png,files_ArUco/images/rgb_img_II/arucoRGB00022.png,files_ArUco/images/depth_img_I/arucoD00022.npy,files_ArUco/images/depth_img_II/arucoD00022.npy,0.0616371423715636,-0.5337514243665196,1.3769999891519549,0.0336399994435764,0.5080799915960856,1.21799997985363,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,44.6022479821359,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka3,files_ArUco/images/rgb_img_I/arucoRGB00023.png,files_ArUco/images/rgb_img_II/arucoRGB00023.png,files_ArUco/images/depth_img_I/arucoD00023.npy,files_ArUco/images/depth_img_II/arucoD00023.npy,0.0616371423715636,-0.5337514243665196,1.3769999891519549,0.0336399994435764,0.5080799915960856,1.21799997985363,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,-0.059249356389046,-0.466520875692368,1.25179886817932,0.922958513387725,0.315308359909736,0.200519247164292,-0.092305212489973,44.6022479821359,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka4,files_ArUco/images/rgb_img_I/arucoRGB00024.png,files_ArUco/images/rgb_img_II/arucoRGB00024.png,files_ArUco/images/depth_img_I/arucoD00024.npy,files_ArUco/images/depth_img_II/arucoD00024.npy,0.2447238152935391,-0.4527390582930474,1.168000027537346,0.22191048009055,0.4271285789353507,1.031000018119812,-0.00788969360292,-0.502549827098846,1.2223607301712,0.993854695490574,0.021920629179085,-0.002071214731302,0.108480598897997,0.030113289132714,-0.534473359584808,1.14319837093353,0.960498152570618,0.038519227998817,0.264301404441437,0.078130247619533,31.0823916307696,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka5,files_ArUco/images/rgb_img_I/arucoRGB00025.png,files_ArUco/images/rgb_img_II/arucoRGB00025.png,files_ArUco/images/depth_img_I/arucoD00025.npy,files_ArUco/images/depth_img_II/arucoD00025.npy,-0.1848223771367754,-0.5742576074032556,1.481499969959259,-0.1449547589180015,0.5114976085722446,1.237499974668026,-0.445857346057892,-0.428810775279999,1.40778076648712,0.974260179495692,0.009940444445857,0.206669797421402,0.089475611465004,-0.324882298707962,-0.452486902475357,1.29070961475372,0.827153523819399,0.041397940971182,0.550652797815901,0.104330028151137,31.0823916307696,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka6,files_ArUco/images/rgb_img_I/arucoRGB00026.png,files_ArUco/images/rgb_img_II/arucoRGB00026.png,files_ArUco/images/depth_img_I/arucoD00026.npy,files_ArUco/images/depth_img_II/arucoD00026.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.323419749736786,-0.451454520225525,1.28596794605255,0.82926444383347,0.040065522666253,0.549832329377624,0.091649580785851,-0.445531785488129,-0.428453862667084,1.40660488605499,0.974035313174103,0.010933074373502,0.207139463649007,0.090713390267218,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka6,files_ArUco/images/rgb_img_I/arucoRGB00027.png,files_ArUco/images/rgb_img_II/arucoRGB00027.png,files_ArUco/images/depth_img_I/arucoD00027.npy,files_ArUco/images/depth_img_II/arucoD00027.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
sszafka6,files_ArUco/images/rgb_img_I/arucoRGB00028.png,files_ArUco/images/rgb_img_II/arucoRGB00028.png,files_ArUco/images/depth_img_I/arucoD00028.npy,files_ArUco/images/depth_img_II/arucoD00028.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
sszafka6,files_ArUco/images/rgb_img_I/arucoRGB00029.png,files_ArUco/images/rgb_img_II/arucoRGB00029.png,files_ArUco/images/depth_img_I/arucoD00029.npy,files_ArUco/images/depth_img_II/arucoD00029.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka6,files_ArUco/images/rgb_img_I/arucoRGB00030.png,files_ArUco/images/rgb_img_II/arucoRGB00030.png,files_ArUco/images/depth_img_I/arucoD00030.npy,files_ArUco/images/depth_img_II/arucoD00030.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka6,files_ArUco/images/rgb_img_I/arucoRGB00031.png,files_ArUco/images/rgb_img_II/arucoRGB00031.png,files_ArUco/images/depth_img_I/arucoD00031.npy,files_ArUco/images/depth_img_II/arucoD00031.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
sszafka6,files_ArUco/images/rgb_img_I/arucoRGB00032.png,files_ArUco/images/rgb_img_II/arucoRGB00032.png,files_ArUco/images/depth_img_I/arucoD00032.npy,files_ArUco/images/depth_img_II/arucoD00032.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
sqszafa6,files_ArUco/images/rgb_img_I/arucoRGB00033.png,files_ArUco/images/rgb_img_II/arucoRGB00033.png,files_ArUco/images/depth_img_I/arucoD00033.npy,files_ArUco/images/depth_img_II/arucoD00033.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
zle,files_ArUco/images/rgb_img_I/arucoRGB00034.png,files_ArUco/images/rgb_img_II/arucoRGB00034.png,files_ArUco/images/depth_img_I/arucoD00034.npy,files_ArUco/images/depth_img_II/arucoD00034.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
szafka6,files_ArUco/images/rgb_img_I/arucoRGB00035.png,files_ArUco/images/rgb_img_II/arucoRGB00035.png,files_ArUco/images/depth_img_I/arucoD00035.npy,files_ArUco/images/depth_img_II/arucoD00035.npy,-0.1798095158168247,-0.5675237842968532,1.4749999344348907,-0.1451814251996222,0.5158509404176758,1.2394999712705612,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,-0.444841504096985,-0.427423536777496,1.40385603904724,0.975229637446889,0.012201183945755,0.20264179869569,0.087832720423015,43.012626553978,570.0,0.0,320.0,0.0,570.0,240.0,0.0,0.0,1.0
